lounge_id,lounge_name,airport,type_of_lounge
657bcbb4baca85ea2a128941f855a1d8,Menzies Aurora Lounge,Stockholm Arlanda Airport,Business Class
5f940452273e66dd01b4f8b5cc636777,International Terminal,Vancouver Airport,Business Class
d95f331cf594a81c94c7ef41f03aefbc,ANA Lounge,Lisbon Airport,Business Class
806e8da7f2ef56e34198f84c72007577,Koru Lounge,Auckland Airport,Business Class
1cba4371bd6ccea35c72eadc6bc9daca,Crown Lounge,Toronto Pearson Airport,Business Class
c001fb0b8d618571f59e39eb4db613ff,SATS Lounge T2,Singapore Changi Airport,Business Class
28e4f6b3706ad4a58decb9eb3b443353,Etihad,London Heathrow Airport,Business Class
9cacc53e58cb63cb7601350148848e1e,OSL Lounge,Oslo Airport,Business Class
c92bb20331023405dfb0e81f1353815e,Club World,Seattle Airport,unknown
e0ec33cbac539930596bb710f3859616,Cathay Pacific,Melbourne Airport,Business Class
7dd30f1a2a84c4b23a8b6a750ce42b03,Golden Lounge,Penang Airport,Business Class
40508bf6c49bc04ab34fd886e670c1a3,ANA Lounge Terminal 2,Tokyo Haneda Airport,Business Class
247b2c2508b682f19e58e1152ab8dcc9,Board Room,Portland Airport,First Class
e42e7c51c198a82e789e909a3b612f21,Star Alliance,Shanghai Pudong Airport,Frequent Flyer
978c500cd82565c96285c1fd2cd7e8f1,Strata Lounge,Auckland Airport,Business Class
6bb88e2e137440cb4ec13dd35c9fedbc,Galleries Lounge,Dubai Airport,Business Class
8e36a75e5b9ff758aff05b3532db94e1,JAL First lounge,Tokyo Haneda Airport,First Class
0a3e871db421b2c2f8151f62c1fd3dd9,Business Lounge,Khartoum Airport,Frequent Flyer
fa46ce090a3398276f9503ae412f13e0,British Airways Lounge,Singapore Changi Airport,Frequent Flyer
629bf28144d27d717b8ea61f87aac747,Blue Ribbon Lounge,Koh Samui Airport,Pay to Use
fc3d498d2c01ef46f13cdef3870dcde2,Clubhouse,Boston Logan Airport,unknown
69a7fb32a08318ba5334c521e5dc93f4,Cathay Pacific Airways,London Heathrow Airport,Business Class
9ff3b90c190554374db504479aab45a6,Business Class Lounge B,Dubai Airport,Business Class
b1a713787729720a9896935d40ecec49,Senator Business class,Frankfurt Main Airport,Business Class
9d4248cd9e12905b4065cb072c2b26c5,Aspire,Bristol Airport,Pay to Use
15f1a4a9f05bee07387410167aa0dd38,Domestic Business,Sydney Airport,Business Class
04d07043c9e3b03b575b040fd86937a2,unknown,Bermuda Airport,Business Class
bb5d88889db26353baa774ed2dd0e1e4,The Crown Lounge,Amman Queen Alia Airport,Business Class
be3b855ef85d60c3d427b66b428273ec,Rose Lounge,Ho Chi Minh City Airport,Frequent Flyer
e387a658fad5928e0c53528e2ff65b3d,Virgin Lounge,Brisbane Airport,Business Class
b16ab37ebd028960cb7f38f6c480897b,unknown,Edinburgh Airport,Frequent Flyer
f258230d09c7e9bf3b7df1480979c626,Thai Airways,Krabi Airport,Business Class
4b20e5318360d99771172848a0ebc7c1,Geneva,Geneva Airport,Business Class
f742f7a0cdd2fd12ad3898c777177477,Oryx Lounge,unknown,unknown
b70f453b9f1a5b69685ec50d22c51862,"Terminal 1, Gate B18",Chicago O'Hare Airport,Frequent Flyer
abe4dff0518bdc8e72d0f3612322a7eb,Golden Lounge Domestic,unknown,Business Class
88c3fdf27dc81a92c85c9755af9790b7,Domestic Maple Leaf Lounge,Vancouver Airport,Business Class
378852f9461003a571c25f55ccc25f4c,unknown,Turin Airport,Business Class
73bb7c5f31bf52bfc8ee9d6d3ceb1086,United Club E Gates,San Francisco Airport,Members
b03bf73f63cff103670667c67cc93076,Delhi Lounge of Air India,unknown,Business Class
8d4bd1815169950d0b76aff580bca592,unknown,Copenhagen Airport,unknown
33b06e786686fe58bdc372107b0fbba5,Skylounge,Vienna Airport,Business Class
17aa1fce591be68580f9a94392234c96,Premium,Miami Airport,First Class
506c915d85d23e1cb7197fa3a0133a20,Concourse F,Cairo Airport,Business Class
2b7eb6a85c2b3e0f32d3fed78062f03f,unknown,Sofia Airport,Business Class
7dbbd362cacd32d62f3be5626ce76f4a,unknown,Dallas Fort-Worth Airport,First Class
120fa947da0fee021c345e22bdf1941c,Qantas Hong Kong,Hong Kong Airport,Frequent Flyer
e0b308da3e596e9bd19c06816df39a5b,Royal Jade Business Lounge,Yangon Airport,Business Class
3728ee12a5b4cec9b9e846373a7837f6,Turkish Airlines Istanbul Lounge,Istanbul Airport,Business Class
d68db565cc93480696dc26f34e62bdbb,Envoy Club,Phoenix Sky Harbor Airport,unknown
e15549d6d3247dd8bd5d6ce5dc9c9124,Senator Lounge,Frankfurt Main Airport,unknown
e96d65e687b59a0eae96571b9435ea90,Servisair,Amsterdam Schiphol Airport,Business Class
bbe8f8e08783e7cabe70df4436c15d8c,unknown,Auckland Airport,Frequent Flyer
be81406691fef2e4eb6a05a21666bb83,Crown Lounge,Amsterdam Schiphol Airport,Business Class
ab587ef9fd9de512e2c3f46d52a6a1fd,unknown,Brisbane Airport,Frequent Flyer
0c895243d3cc0496b6ba70a79d6367ad,Polonez Elite Lounge,Warsaw Chopin Airport,Members
456f37ebd2ea11443a828f901a40e197,SAS Gold Lounge,Copenhagen Airport,Business Class
1ba82a88e690884227edc05a819ecbde,unknown,Koh Samui Airport,Business Class
3668febda5b4b2b695de3198c206a125,QATAR AIRWAYS FIRST CLASS LOUNGE REVIEW,Doha Airport,First Class
cb767ee0f24700d4eb889d2cb8e5bd18,Senator Lounge,Berlin Brandenburg Airport,Frequent Flyer
fe005722adb9a29d5edf81bacda55119,unknown,Pointe-à-Pitre Airport,Business Class
eb6f71bb173edde1dc694bbc2c81d630,Sala Pau Casalls,Barcelona Airport,Business Class
473547a620d645dfa06e971d0f7b918e,Schengen Lounge,unknown,Business Class
bf11af2473153c0791663f33811378c4,Bidwest Lounge,Johannesburg Airport,Pay to Use
105bd29cf5e4c2169f5aa0cf879bc6b2,First,London Heathrow Airport,First Class
5f7cc369f2eafa5014fe10d3f9fba017,Sakura,Tokyo Haneda Airport,Business Class
2baab118554aa6e5ed94d9055a203739,unknown,Guangzhou Airport,First Class
18c77bcabee8cfd230f2a1625fea88c5,Hong Kong,Hong Kong Airport,Business Class
6f637d9a67747a3d7e35aabcab224295,Star Gold Lounge,Vienna Airport,unknown
9bf36b40980a7317034e123c82201045,Delta Sky lounge,Los Angeles LAX Airport,Members
b30ebcc389bf1ce802722b851e76796f,Shongololo Lounge,Johannesburg Airport,Frequent Flyer
a2dbd7f8af66d5bbddeb93fe44a0e47c,unknown,Aberdeen Airport,Business Class
05e55f9fc0acf57026fc9d233bce904d,Aspire Lounge,Zurich Airport,Business Class
e71402d78ed830442c65b97df23d8c77,Business Class / Miles & Smiles,Istanbul Airport,Business Class
92dd735f7162937200f2c7a4b842fd45,Birmingham,Birmingham Airport,Business Class
0dc3b6817689af9f87682660872aa85d,Clubhouse,New York JFK Airport,Business Class
a7f7ab54bc6ecd87a0e6cf8f1091e063,unknown,Bucharest Otopeni Airport,Frequent Flyer
8dee21aa67ac2982025c4794c408924f,Shanyrak,Astana Airport,Business Class
ebdf0c5ef818c5c8bd67cd16162b2984,unknown,Cairo Airport,Frequent Flyer
7db54ae98e1bfbfe366159e9def07a1c,unknown,Houston Hobby Airport,Business Class
5cfb3f06956c7f4cfc39e68f35c8bdec,Plaza Premium,Toronto Pearson Airport,Pay to Use
07d850da6b6844c83e75ac86cf6008c2,Qantas Business Lounge,Sydney Airport,Business Class
91b4f2a5c968fe4d30b8bb6254414c41,Plaza Premium Lounge,Phnom Penh Airport,Business Class
17f5e0361d39d5c90391218fc5fb5794,Golden Falcon Lounge,London Heathrow Airport,Business Class
8fd5ebef99b8ae23e6be8a3302262f6e,First Class Lounge,Dubai Airport,First Class
5ce03a6df35d9501e385d6092c51af34,EBL SkyLounge,Dhaka Airport,Business Class
483b75899f1b7e09e6e0e01d071d250b,Dali,Madrid Barajas Airport,Business Class
587c4f5776ea07763b4e2acf2df3712f,unknown,Papeete Airport,Business Class
bf9c31a3c6c873a44bcaf75ffa342ea8,Terminal 3 Concourse A,Dubai Airport,Business Class
8865eec62a12b65f3e03af5aeefcd06a,Weltbürger Lounge,Berlin Tegel Airport,Business Class
a465aa45e12fb52892e48f15672c36eb,Royal Silk Domestic Lounge,Bangkok Suvarnabhumi Airport,Business Class
640583f31357b38f3bdc64fbf594427e,Business Lounge,Abu Dhabi Airport,Business Class
f5c862bdfc2dfb3df87674c0674a2d52,Maple Leaf,Vancouver Airport,Frequent Flyer
e2c810f227954738cd845089a420f87d,unknown,London Heathrow Airport,Pay to Use
74e3de284306887a5a7ae4fac8faec84,unknown,Santiago De Chile Airport,Frequent Flyer
d59e09b7da7fe7d108413dc903504bd1,Admirals Club,Dallas Fort-Worth Airport,unknown
dc4a1a47ec614afca6ff590aa6d1ceeb,First Class,London Heathrow Airport,First Class
781c969e4c981221b1799e637da65c3c,SATS Premier lounge,Singapore Changi Airport,Frequent Flyer
59bf8b35ae75a1f54419bc84f195540c,unknown,Bangkok Suvarnabhumi Airport,Members
1c86823efad549df9f729694df2ca3c8,Al-Mourjan,Doha Airport,Business Class
1ec2ec1440cfcd68c26302eba0243689,AA Admiral's Club,St Louis Airport,Frequent Flyer
3524c0c368b30fe24c2f2d4269f81d0f,Terminal B,Punta Cana Airport,Members
5dc8868107dde8d8a4801a4b184cb2bc,Virgin Clubhouse,Hong Kong Airport,Business Class
5f7d13a1173dd4ba8e0f6341547e1ce1,Lounge Istanbul,Istanbul Airport,Business Class
aab1e3596a132c5367958dca02df051d,Moscow Lounge,Moscow Sheremetyevo Airport,Business Class
f2b46d7335e1d3e7198acad48a4bfb4e,Jet Lounge,Vienna Airport,Business Class
4f5935ec5a659fa0989efc336fb738d2,Plaza Premium,Phnom Penh Airport,Frequent Flyer
998d459c4a5447b86f2df3c9e5cd9a98,Terraces Lounge,Chicago O'Hare Airport,Business Class
e68541b9921c57e09c8e699105504ccd,CIP Lounge - Gate G,Bangkok Suvarnabhumi Airport,Frequent Flyer
6bb1779da1cc87b5efa6157b0cb35ab7,Maple Leaf Lounge,Calgary Airport,Members
6d78ebbb530207c0239e1742a10c7deb,SilverKris Lounge,Bangkok Suvarnabhumi Airport,Business Class
aeb7f864bacc1b364c66b3966b6d6536,unknown,Genova Airport,Business Class
c5b85a269e671369a11017c702d3038b,unknown,Geneva Airport,Business Class
399868a53e950e03e4406acde2eac135,Swiss Business Class Lounge,Zurich Airport,Business Class
361ad6609d3ce31717479f770bec7dda,Admirals Club,San Diego Airport,Business Class
645b0af6d40115f63c5d08cf0c48ff35,Golden Lounge,KLIA Kuala Lumpur Airport,Pay to Use
ee6a22f310a14a0c31b1bc1ebea24cab,unknown,Nadi Airport,Business Class
c3020756b7e303237312ebe87c52e1a1,unknown,Berlin Tegel Airport,Business Class
c3c0daeed2c232219831cace6fbec3de,unknown,Nairobi Airport,Business Class
6c5dc6a92e3848992835370afa5b1ed1,Galleries Lounge,Glasgow Prestwick Airport,unknown
db9f009d665239a3243740c5ea7ed6c8,unknown,Atlanta Hartsfield Airport,unknown
cf0897ba4a9bad47e1e3d44c3a0ad373,Premium Lounge,Denpasar Bali Airport,Business Class
959c6f037092afa58fa7122fbb61394c,unknown,Marrakech Airport,Business Class
36558d7ba91774cb6033d8672d56123c,The Concorde Room,London Heathrow Airport,First Class
d98d6e24dba0e81c237b24a13799fb2a,SATS,Singapore Changi Airport,Business Class
d96a6fb27ec2866e9acb01b8f0a7c967,unknown,Casablanca Airport,Frequent Flyer
63a3a0e2e75d28a93dcb90d4f1a7ea64,Terminal 4,London Heathrow Airport,Business Class
9bddf68bdd9e9f188270564523b9c076,Terminal 2,Taipei Airport,Business Class
fd25bd848bde165175bc216c2628f988,United Club Terminal E,Dallas Fort-Worth Airport,Members
bad4762ec34a823e5a4162077948c8e6,Erste Premier Lounge,Prague Airport,Business Class
752765507a4265742b625279acf01ad0,unknown,Katowice Airport,Business Class
3905117fef5df25eacff676a543acda5,Admirals Club,Houston IAH,First Class
9db40e61488c68ab7c0071aeaf0c1036,Atlanta Lounge,Atlanta Hartsfield Airport,First Class
3d47227e7da1602020814d8f5986ebfe,Terminal 2,Singapore Changi Airport,Business Class
d132d641c89c90b031d8b61e04a45009,Private Room,Singapore Changi Airport,First Class
da53d9217667f9b1ca579ede917e1178,Zhuo Yi,Shenzhen Baoan Airport,Business Class
08f5992ba2aab6200fd008b95096dac5,unknown,Addis Ababa Airport,Business Class
ac45543d761d0d70626df17418b50c30,Aeris,Abidjan Airport,Business Class
1d627268a4fab0c3eeb8010a4f987e0b,Oryx lounge,Hamad  Doha Airport,Pay to Use
0351ecab6f88b3d21f4ca5753d7358b1,Skyteam Lounge,Hong Kong Airport,Business Class
6a599e6d4aac69ea5cafab2089beef20,Handling Lounge,Singapore Changi Airport,Business Class
a78d8d73d1dcb0fa74e4440acc942352,Envoy Club,Charlotte Airport,Business Class
ec45d27a00e6c379d24b6a0572444ede,unknown,Houston IAH,First Class
e347ffd78c713f80e5f92a31e5261dfb,Maple Leaf Domestic T1,Toronto Pearson Airport,Business Class
451dd51b0be45ebce2c1a8b06d141f45,The Private Room,Singapore Changi Airport,First Class
53d6458175527bd54bc80d2b78d0c393,United First Class Lounge,San Francisco Airport,First Class
98e25a11b42bbefd39dfccc7bdb00579,Star Alliance,Buenos Aires Airport,Business Class
ff9cc97a8dc89082a9bed7f75fc24c51,Al Mourjan Lounge,Sao Paulo Guarulhos Airport,Business Class
80e64a816c2627f6a223a0455d250089,unknown,Yaounde Airport,Business Class
6fb1e024d2b167f907e9bce6961a97b4,Lotus,Da Nang Airport,Business Class
7db7b8a1fb6b566cdee15bf19f8d9976,Senator Lounge,Zurich Airport,First Class
31229d1c267b6d82b1cbbc667feae24d,DELTA AIR LINES SKYCLUB FIRST & BUSINESS CLASS LOUNGE REVIEW,Atlanta Hartsfield Airport,Business Class
ecfcf3c3723fa15fc11a209f9184cdbb,Salon Premier,Mexico City Airport,Business Class
849a4de863aa7c099bdb77877ca14a7c,Louis Tavern,Bangkok Suvarnabhumi Airport,First Class
2a56cc26fcba72439ba6dfb96e8eeaa3,Koru Lounge,Sydney Airport,unknown
69941ca3f006e42e8fb274e44c81dc42,Silverkris Lounge,Singapore Changi Airport,Business Class
d79fae521f91221132d27d67eef110ff,Avianca Diamond,Bogota Airport,Business Class
8f828b363ae3bc0436dd5b388690d4dc,Skyteam,Hong Kong Airport,Frequent Flyer
f15f291bb1dcb94443e579b45565cfae,unknown,Hong Kong Airport,Frequent Flyer
9acd3e51410227ac1f46320c45df2416,Crown,Amman Queen Alia Airport,Business Class
e1b93494e1baa62031ff2ff38e59cbbd,Terminal 5 Galleries South,London Heathrow Airport,Business Class
5153e52ec29f22cd9747614959fff335,Sala Velazquez,Madrid Barajas Airport,Business Class
ccefe9255d419e8873aa831f01fe6cc7,United Club,Chicago O'Hare Airport,First Class
e0a154e3c07aa466657d7c9fd1d5f63e,Terraces Lounge,Berlin Tegel Airport,Frequent Flyer
86bf84eeaa1cc8dd2d38379526333a10,AlFursan,Jeddah Airport,Business Class
86ff129b9735ba911009223739c7c469,Senator Lounge,Berlin Tegel Airport,unknown
64c80aefe2c7958934d49bb2fea55a71,Le Saigonnais,Ho Chi Minh City Airport,Frequent Flyer
e865a3b8900baaa4a210d6b318d36913,unknown,Hamad  Doha Airport,First Class
aabd3ddeb762061514bf4f031cf0403f,unknown,Stockholm Arlanda Airport,Frequent Flyer
e7bfe47823f30568ab0adb973ed35883,Sky Pearl VIP Lounge,Guangzhou Airport,Business Class
e2f9966c32b9096345ad24b9f80f7e4f,Kris Flyer,Singapore Changi Airport,Frequent Flyer
aa30e70fa99cb328266fb01654f5ba2c,Aspire Lounge,London Heathrow Airport,Members
6df7d54109f69ea311f3391107854a6f,Newcastle,Newcastle Airport,Pay to Use
635911b7e5463daa32cb746335be0fe0,Maple Leaf Transborder,Montréal Airport,Business Class
97266834c621763679b8076a87e262a5,unknown,Mexico City Airport,Members
63242a7077c67273d5c8c0a7cd889801,Senator Lounge Terminal E,Zurich Airport,Business Class
7f24b4ee9eaf374176b960b030e94110,Oberoi Lounge,Chennai Airport,Business Class
522039c0f0fb64177ec0f18242009c21,Business class lounge,Sydney Airport,Business Class
443b333baa70c5400ec5652a51443ef6,Mazurka Business Lounge,Warsaw Chopin Airport,Business Class
61c261c60a8946e660e5b469659f5316,Executive Lounge,Colombo Airport,Business Class
a9a06d3dba41c5387d5fdcac497edc40,United Club,Tokyo Narita Airport,Business Class
dddd25bb89e030df6e7ab4ba1ac2a8dd,Mariners Lounge,Doha Airport,Members
a1cf8f65e420f5fb4fb8e73aa4245a84,Dynasty Lounge,Honolulu Airport,Business Class
f8889b1f1c832e205e4f477548be3295,United Airlines,London Heathrow Airport,Business Class
44abcc0928e811c9caf101dfb8571204,Maple Leaf Transborder,Vancouver Airport,unknown
8f0426e793c6e2df215db63675c88f17,United Club - Concourse F,Chicago O'Hare Airport,Pay to Use
758cedea692c508f2ae5d490ecf49090,Business Class Lounge,Helsinki Vantaa Airport,Business Class
080e8f1cd9f95370775d57d3cc4ff75a,Hibiscus,Noumea Airport,Business Class
6e5bf2b6674931046d40a201a3df5b94,SALS lounge,Milan Malpensa Airport,Business Class
93baf529049330e691fa941fa558d625,Al Khareef,Salalah Airport,Business Class
cdb9bd60d05c1044b94cba1438d1e6e6,Plaza Premium,Vancouver Airport,Business Class
3d68dea77e8175460b603365a62562c3,unknown,Hong Kong Airport,Business Class
de5244b9e0aedf2a34e02626d4ffd39a,unknown,Stockholm Arlanda Airport,Business Class
60c85dba72e977173ba7133730d0f1a8,unknown,Tokyo Haneda Airport,Business Class
5d6a923730c0ab1422de52d78d695d0d,Singapore,Singapore Changi Airport,Business Class
8d369a56211a01501ac7dd10ee93e04f,SAS Lounge,Copenhagen Airport,Frequent Flyer
2432483c607819d9bf89c876ea61fc09,Admirals Club,New York JFK Airport,Business Class
67523658744df0ce216b9f46f17465c3,unknown,Auckland Airport,Business Class
4addaeed80c5f530e0af62a985bf0ec6,Domestic Lounge,Tokyo Haneda Airport,Frequent Flyer
73b48286e3938b2d6661dd7607b2d753,Maple Leaf,Vancouver Airport,Business Class
892e4e082d9de51de7f1c778604f0fea,Air Lounge Vienna,Vienna Airport,Business Class
3a70d3168d61cdaca5edb067192fd8e1,unknown,Budapest Ferihegy Airport,unknown
cb61ca0eb1191e40808ea6cda9b75ebc,Koru Lounge,Wellington Airport,Frequent Flyer
404225f192a9f963386b7dba21f57103,Le Anfore,Rome Fiumicino Airport,Business Class
9d7a9f69d659d7a81063cc7daf3a4559,First Class Lounge,Hamad  Doha Airport,Members
acce50d4ebfa34cf24ec01c5a1320890,unknown,Izmir Airport,Business Class
db9739fb036309881dcdf2f441e7979b,Qantas Club,Darwin Airport,unknown
9acd088955c30c6b04c8c5026a957cd0,Coral Lounge,Phuket Airport,Business Class
d37584378520a4cfdac0c4a7c8ed8947,Millennium lounge,Istanbul Airport,Business Class
e9752c6ff2f7c999d08b5c7b474eb053,Premier Lounge,Jakarta Airport,First Class
940234d365d76657064dd417e2659ff7,Aegean Business Lounge,Athens Airport,Frequent Flyer
f4d77efc26584facdf28321a73edf6e5,Gold,Oslo Airport,Business Class
b977838e7bc000230e84c11901a3932e,United Club,Dallas Fort-Worth Airport,Pay to Use
83ecf46c9f69790e04bfa5fbfb0c782b,South Terminal,London Gatwick Airport,Business Class
2fe52b4dd5cca7317dc77b6c15c3af90,ITC Green,Delhi Airport,Business Class
fc0f9a8d48a7fa8087c5044acf1e43ee,Business Class,Bangkok Suvarnabhumi Airport,Business Class
7634b4ee3529ed4de8b0b94f75e4322d,Domestic Lounge,Istanbul Airport,Business Class
3473d17961b07547dcb51c1caf1f7ce6,United Club (Terminal E),Houston IAH,First Class
7354edcbd50b3e01b72b50f5c191ae8e,unknown,Brisbane Airport,Business Class
44f84fddfff8767e7f58dccc8500d909,United Club,Houston IAH,Business Class
f244df78ea524a78a93b5a6a843db827,The Suite,Brussels Zaventem Airport,Business Class
60c3e1304b7d6b98ec343aecd2241e55,SilverKris Lounge,Sydney Airport,unknown
7c9c269545dc53f802968d18327093f3,Terminal E,Zurich Airport,First Class
1a5697f47b099f9903b5a80d381e6a66,unknown,Chicago O'Hare Airport,unknown
359bcd98784c6c28862daeeb14a07b84,Concorde Lounge,London Heathrow Airport,First Class
96a836e272ddda8abf885ddb3fea50dc,Maharaja Lounge,London Heathrow Airport,Business Class
67616f08dca13783534448521a7eab08,unknown,Cairo Airport,Business Class
395c19fdb5d3655aceb9228ed7c53831,unknown,Casablanca Airport,Business Class
026855bb6c0fdb334d256d01bc09a09e,Silver Kris lounge,Bangkok Suvarnabhumi Airport,Business Class
ca3f6d01b76cb3c8c0d1359f202ea2e9,Gold Lounge,Singapore Changi Airport,Frequent Flyer
1c1ed271b3ad07bd6321cdb0a1f8664b,Plaza Premium,Penang Airport,Business Class
7088c2977c798e7765c0066dff8bbdfa,Aspire,Malaga Airport,unknown
42ca64c2d719f1b32d29b8acbcf4a7f5,Munich,Munich Airport,Business Class
0dea4efcc5c4a7d6395119c68306f50e,Sakura,Shanghai Pudong Airport,Business Class
831d638bd88299147dc4ed64ac5f2988,Monteverdi,Milan Malpensa Airport,Business Class
dafac6e65a6f149272e94bec0c444b2a,Heineken,Mexico City Airport,Business Class
53ff5e68ba797fad7dd5b714166cc660,Alitalia,New York JFK Airport,Business Class
5f05a360f3cf7caaa91a239d855ccf05,Delta Sky Club,Tokyo Haneda Airport,Business Class
cb95093e93eb08ac5460cf1eb074f628,Sanbra,Accra Kotoka Airport,Business Class
8c6ae43f8ad71e74dad34000d6bd93ad,FIRST CLASS LOUNGE,Zurich Airport,First Class
b073829dc39d9a1a8740d2f5889f429b,VIP Lounge,Santiago De Chile Airport,Business Class
38fbcc6ba6a5d5f8a35361a1a5ff2458,Crown,Amman Queen Alia Airport,Frequent Flyer
7e104dd8d56e33e90fb77f29c18099ce,unknown,Paris CDG Airport,First Class
bd32d0f67e4c91b22141c5fe60a06c6d,Dynasty,Taipei Airport,Business Class
213fdb2e27391ea19b3199ff9531157e,Qantas International Lounge,Sydney Airport,Business Class
5d3d909a6e0bd4a3390ed77a9291ebfb,Lotus Lounge,Hanoi Airport,Business Class
b64a17ede95f172eba510bfaba5c2851,Salon Premiere Lounge,Paris CDG Airport,Business Class
5e00c4e1ebb7bf6126479c3d546a2381,Business Domestic,Melbourne Airport,Business Class
c4ddb870a309a962481e8eda36f83599,Dublin,Dublin Airport,Business Class
754e6288b26e9d22ec84c0216a78d704,unknown,Stockholm Vasteras Airport,Business Class
d20123a3772bd5bef38d845a24dd7b68,Swissport Lounge,Chicago O'Hare Airport,Members
a41097d5d5e9fc193916709714981cca,unknown,Milan Linate Airport,Business Class
287b9dc51eec47e0991908c20c50915f,Premiere Lounge,Denpasar Bali Airport,Business Class
a0b3f692511e66c3cb6c1e5464d3d902,Dnata,Singapore Changi Airport,Business Class
f1353ea6869d6171031d43824b79ecf7,Plaza Premium First,Hong Kong Airport,Frequent Flyer
1660ae71c43098d763570a255da91b1f,LOT,Warsaw Chopin Airport,Members
a0c6a170a32387fc9cdb88733610225c,Amsterdam,Amsterdam Schiphol Airport,Pay to Use
246325352e6d7c87e16dbc1eb04a45cb,SkyClub,unknown,Business Class
3fb5c5a22e4b2e63f19dd4cc46e77454,Club World Lounge,London Gatwick Airport,Business Class
3fc3ba7992327616b999a3b842ab8d2f,Royal Orchid Lounge,Hong Kong Airport,Business Class
c5bc5bee071bca6432a6752609ffc62f,Aspire Lounge,Johannesburg Airport,Business Class
b2c8f34dafa55a3c89f9680a15d3e551,United Airlines Lounge,Mexico City Airport,Frequent Flyer
600622526620ce7aaaa54e9243f18fbb,Asiana Business Lounge,Incheon Airport,Business Class
0ac365530feef931dc4484ea86e6acc6,unknown,Urumqi Airport,Business Class
eb6da3afab9a4d331954661b53085bef,Business lounge,Denpasar Bali Airport,Business Class
e1f6a9ea43ebecfc3aa409c81c9df1b0,Le Saigonnais,Ho Chi Minh City Airport,Business Class
bf64d595edb7e5d400a3ac63e4aaba9c,Admirals Club,Toronto Pearson Airport,unknown
e27a15792084ed4f7724371d83a5555b,arrivals lounge,Hamad  Doha Airport,Business Class
6ad700ffe87700df8cd77dc74d0a8b1e,Qantas Club,Wellington Airport,Frequent Flyer
d9b3b842711421cbb941c19225216623,Sala VIP,Tenerife Airport,Business Class
ec8af757ee2ebf34f7662abef14b36e7,unknown,Tehran Imam Khomeini,Business Class
88fa29a15b631638a4a4ff0a69629eac,TAV Primeclass Riga airport,Riga Airport,Business Class
723a2249cec0ab4740756ba77c8fed69,Delta Sky Club,New York JFK Airport,Frequent Flyer
206dc6ebc9ca8ba8bdeb7275d19f9e74,Priority Pass,Los Angeles LAX Airport,unknown
4241f45411248e63e69988a35a426e1e,Prestige Lounge,Seoul Incheon Airport,Business Class
c5b3423231ba1172db36e74b916fcdcd,British Airways First,Chicago O'Hare Airport,First Class
cf49901b71ba1cbe944f7853226f519d,Business Lounge,Bucharest Otopeni Airport,Business Class
bbbf19d00bd09bd2dca75c7b1ed61178,La Sala VIP,Florence Airport,Frequent Flyer
8af7bddddd19a23dc3f07b7702cd045b,T5 North and South,London Heathrow Airport,Business Class
a939f5252b2b87e72b56334bd0b1a7ea,Aspire T5,London Heathrow Airport,Frequent Flyer
098b716f436f6fa75eae28b51054a3cf,unknown,Austin Airport,First Class
82d842d2d8f970b00a7715ff876b0566,Airport Lounge Terminal D,Kiev Borispol Airport,Business Class
551a3a61f314c659addb392d9ee8f51e,Amedee Maingard,Mauritius Airport,Pay to Use
25b840d6c39da63743bf4aebcb263690,Kris Flyer,Singapore Changi Airport,Business Class
5d6ed6ad4dec3d62ded4a17021872771,Flagship Lounge,Los Angeles LAX Airport,First Class
a149aa66fef91e7bb3ca6a56482ae255,Dolce Vita,Rome Fiumicino Airport,Pay to Use
1c7e0570178687ef987ecb31b3abfa14,unknown,London City Airport,Business Class
e5ad680579e0f1747dc9b826722125e1,unknown,Santiago De Chile Airport,Business Class
e2a5e6339a27fa63f1b44d8fad8d239e,Art Lounge,Vienna Airport,Members
02a09fea6f89baeafe2cc2f48a78e93b,SkyTeam Lounge,London Heathrow Airport,Business Class
a9dfd1ec4edbb89c05beebb840f5c23c,unknown,Bucharest Otopeni Airport,Business Class
6dcec91e1690c4c05af38e4c46d0a48b,Dan Lounge,Tel Aviv Airport,Business Class
2ea51c394f2f56212ad41a0f89702861,American Express/Plaza Lounge,Toronto Pearson Airport,unknown
4dc4993cd2fc8f3c25ceffff5152d1b6,The Pearl Lounge,Bahrain Airport,Pay to Use
c9932c9d0673b69fb8d5a26f521713d8,Jet Lounge,Vienna Airport,Frequent Flyer
ed74dea650c69bd380bba8cf2c800916,Royal Silk Lounge,Chiang Mai Airport,Business Class
fb231e83bf99a4d8242b3e6d9f2d0ae4,E Terminal,Dallas Fort-Worth Airport,Members
737a5d697835f83427becec20dc58402,T5 South,unknown,Business Class
b148874dc5de61f43752ad8b0ee5e600,US Lounge,Montréal Airport,First Class
e37319f425963428bbc9abe1978dcdbb,Brisbane,Brisbane Airport,Frequent Flyer
8004bd235b488b5cc1d9fa11ac10e4fd,Terminal F,Atlanta Hartsfield Airport,Business Class
72b007bec658dfc7528c247a4a23c5a1,unknown,Incheon Airport,First Class
7790ef81025f345e67d2ee6247b270b8,Plaza Premium,Sydney Airport,Frequent Flyer
bb6fd201e794130674d46c96e4cf7575,unknown,Washington National Airport,First Class
bf406725e34e175c4aa2f5f513f917db,KLM / AIR FRANCE BUSINESS CLASS LOUNGE REVIEW,Sao Paulo Guarulhos Airport,Business Class
